question,answer,normalized_aliases,accurate_judgement,logits
"Rosy, Goose Foot and Northern are all types of which marine creature?"," Starfish
","['seastar', 'star fishes', 'comet starfish', 'star fish', 'sea stars', 'seastars', 'starfish', 'asteroidea starfish', 'asteroidia', 'asteroidea', 'sea star', 'seastarr', 'blood star']",Correct,"[[0.7833262085914612, 0.21667379140853882]]"
Which US actor is the voice of Mr Fox in the 2009 animated film ‘Fantastic Mr Fox’?," George Clooney
","['george cloony', 'clooney george', 'george t clooney', 'goerge clooney', 'challenge 2011 film', 'max pig', 'george klooney', 'george timothy clooney', 'george clooney', 'list of george clooney awards and nominations']",Correct,"[[0.8895288109779358, 0.11047115176916122]]"
What type of bird is a goosander?," Duck
","['quack sound', 'duckies', 'quacked', 'duck', 'ducks', 'ducklings', 'quacking', 'mallard drake', 'eend', 'duckling']",Correct,"[[0.4678179621696472, 0.532181978225708]]"
In what extinct language were the Hindu Vedas written?," Sanskrit
","['sanskirt', 'samskrtam', 'iso 639 san', 'neo sanskrit', 'samskrut', 'samskrutham', 'संस्कृतम्', 'modern sanskrit', 'sanskrit', 'samskrita', 'sanscript', 'samskritam', 'spoken sanskrit', 'termination of spoken sanskrit', 'sanscrit', 'sanskrit language indian subcontinent', 'sanskrith', 'saṃskṛtam', 'saṃskṛta', 'sanskrt', 'sanskritam', 'sanskritic', 'sanskrit alphabet', 'sanskrit language', 'classical sanskrit language', 'sanskrit phonology', 'skt', 'snskrt', 'iso 639 sa', 'classical sanskrit', 'samskrta', 'sanskrit revival', 'sanskrut', 'संस्कृत', 'origin of sanskrit', 'sanscreet']",Correct,"[[0.8349459171295166, 0.1650540828704834]]"
"The international corporate brands Slacker, Rdio and Spotify deliver primarily what services/product?"," Music streaming
","['internet music video database', 'meaning music', 'music and musical instruments', 'musical interpretation', '🎵', 'muzic', 'interpretation music', 'mucic', '1st art', 'music lover', 'music s', 'music', 'auditory art']",Incorrect,"[[0.8322367072105408, 0.167763352394104]]"
What is the name of the wizarding pub in London in the Harry Potter novels?," The Leaky Cauldron
","['leaky cauldron', 'leaky cauldron disambiguation']",Correct,"[[0.7732163667678833, 0.2267836481332779]]"
Which TV series initially concerned passengers from Oceanic Flight 815?," Lost
","['lost tv show', 'lost film', 'lost show', 'lost song', 'lost television series', 'lost', 'lost dvd releases', 'lost television', 'lost tv', 'lost 2004', 'lost single', 'lost program', 'lost disambiguation', 'lost novel', 'lost2004', 'lost tv series', 'lost album', 'lost series']",Correct,"[[0.9099069833755493, 0.09009299427270889]]"
Who won the 1991 Wimbledon Men’s Singles Championship?," Michael Stich
",['michael stich'],Correct,"[[0.6825737357139587, 0.31742626428604126]]"
"""What was the name of the snowman in the movie """"Frozen""""?"""," Olaf
","['ánláf', 'olaf', 'óláf', 'olave', 'olaues', 'óláfr', 'olaf disambiguation', 'olavio', 'olaus', 'olaüs', 'anlaf', 'amlaíb', 'olavs', 'olav']",Correct,"[[0.8787311315536499, 0.1212688758969307]]"
"""The antimalarial drug """"Quinine"""" is derived from the bark of which tree?"""," Cinchona
","['quinine bark', 'cinchona alkaloids', 'cinchona shrub family', 'cinchone', 'cinchona', 'kinkina', 'quinine tree', 'chinchona', 'cinchona alkaloid', 'cinchona tree']",Correct,"[[0.8305941224098206, 0.16940589249134064]]"
Actor Harris Glenn Milstead was better known by what name?,"	Divine
","['godliest', 'godly', 'divine mark', 'divine', 'divinity', 'godhood', 'godliness', 'personal divinity', 'divinities', 'divineness', 'godlier', 'divinenesses', 'divinely']",Correct,"[[0.7627776861190796, 0.237222358584404]]"
I am the egg man' is a line from which Beatles song?," Yellow Submarine
","['i am wallrus', 'crabalocker fishwife', 'expert textpert', 'crabalocker', 'i am egg man they are egg men', 'i am egg man', 'i m walrus', 'pornographic priestess', 'crabalocker fish wife', 'they are eggmen', 'pornagraphic priestess', 'i am eggman they are eggmen i am walrus', 'goo goo ga joob', 'goo goo g joob', 'expert texpert', 'elementary penguin', 'expert textpert choking smokers', 'i am eggman they are eggmen', 'i am egg man they are egg men i am walrus', 'expert texpert choking smokers', 'i am walrus', 'elementary penguins', 'i am eggman']",Incorrect,"[[0.6645402908325195, 0.3354596793651581]]"
"Mary Queen of Scots was executed in Fotheringhay Castle, but which county is it in?"," Northamptonshire
","['northamptonshire', 'north londonshire', 'northants', 'n hants', 'northampton county council', 'towcester c of e primary school', 'northampshire', 'county of northampton', 'northamptonshire england', 'motorsport valley']",Correct,"[[0.672331690788269, 0.32766830921173096]]"
In which country did Argentina first win soccer's World Cup?,"1978
","['football world cup 1978', 'argentina 1978', 'argentina 78', 'fifa world cup 1978', '1978 federation internationale de football association world cup', '1978 world cup finals', '1978 fifa world cup', '1978 world cup', '1978 football world cup', 'wc 1978', 'world cup 1978', '1978 fédération internationale de football association world cup']",Incorrect,"[[0.7146279811859131, 0.28537192940711975]]"
"What was the name of the British submarine which collided with a Swedish oil tanker in the Thames estuary in 1950, killing over 60 people?","4th Submariners
","['hms truculent', 'truculent']",Incorrect,"[[0.08632347732782364, 0.9136765599250793]]"
On what street would you find the official residence of the British Prime Minister?,"10 Downing Street
","['downing', 'downing disambiguation']",Incorrect,"[[0.8783142566680908, 0.12168575078248978]]"
"In the Harry Potter series of books, what is the name of Harry’s pet owl?","	Hedwig
","['st hedwig', 'hedy', 'hedwig disambiguation', 'hedwig']",Correct,"[[0.907312273979187, 0.09268778562545776]]"
"""Who sang """"Johnny B. Goode""""?"""," Chuck Berry
","['charles edward anderson berry', 'charles e berry', 'chuck berrie', 'charles edward berry', 'chuck barry', 'charles edward anderson 22chuck 22 berry', 'chuck berry', 'reelin and rockin']",Correct,"[[0.9114953279495239, 0.08850466459989548]]"
The wine Retsina is native to which European country?," Greece
","['elliniki dimokratía', 'macedonian greece', 'ellada', 'grèce', 'elliniki dimokratia', 'yananistan', 'grece', 'yunanistan', 'history of north greece', 'grcka', 'hellas', 'greece', 'republic of greece', 'graecia', 'hellada', 'grcija', 'hellás', 'temporary government of national defence', 'ελλάδα', 'république hellénique', 'ellīnikī́ dīmokratía', 'iso 3166 1 gr', 'social issues in greece', 'political history of greece', 'eládha', 'greek republic', 'griekenland', 'ελλάς', 'ελληνική δημοκρατία', 'elás', 'greek law hellenic republic', 'elláda', 'hellenic republic', 'republique hellenique', 'eladha', 'ελλας', 'griechenland', 'picki u dusa', 'grecce']",Correct,"[[0.930962085723877, 0.06903792917728424]]"
Manor Farm at Dingley Dell features in which novel by Charles Dickens?," Great Expectations
","['eatanswill', 'mrs bardell', 'pickwick papers', 'samuel pickwick', 'mr pickwick', 'augustus snodgrass', 'pickwick club', 'posthumous papers of pickwick club', 'nathaniel winkle', 'pickwickian', 'samuel pickwick papers', 'tony weller']",Incorrect,"[[0.7905303239822388, 0.20946967601776123]]"
What is the country of origin of the supermarket chain Aldi?," Germany
","['tyskland', 'vokietija', 'germny', 'land der dichter und denker', 'united states of germany', 'etymology of germany', 'němska', 'germany', 'federal republic of germany', 'jermany', 'alemanha', 'bundesrepublik deutschland', 'fr germany', 'teutonica', 'germeny', 'nemska', 'geramny', 'niemcy', 'thyskaland', 'bundesdeutsch', 'nimska', 'foederal republic of germany', 'deuchland', 'deutchland', 'germanio', 'almanya', 'deutschland', 'duitsland', 'iso 3166 1 de', 'br deutschland', 'f r germany']",Correct,"[[0.8652240633964539, 0.13477592170238495]]"
In which US state was actress Nicole Kidman born?," Hawaii
","['haiwii', 'transport in hawaii', 'hawaii usa', 'us hi', 'hawaii united states', 'fiftieth state', 'health in hawaii', 'moku 60a ina o hawai 60i', 'hawaii', 'culture of hawaii', 'haiwaii', 'hawaii u s state', 'hawai i state', 'hawai i resident', 'state of hawai 60i', 'religion in hawaii', 'demographics of hawaiʻi', 'ハワイ', 'languages of hawaii', 'hawii', 'hawaiʻi', 'mokuʻāina o hawaiʻi', 'hawai i', 'state of hawai i', 'hawai 60i', 'haway', 'hawaiian culture', '50th state', 'demographics of hawaii', 'hawái', 'moku 60aina o hawai 60i', 'u s hi', 'state of hawaiʻi', 'howaii', 'owhyhee', 'hawaii resident', 'aloha state', 'education in hawaii', 'hawwaii', 'economy of hawaii', 'mokuʻa ina o hawaiʻi', 'hawaii state', 'state of hawaii', 'hawaií', 'geography of hawaii', 'hawaï']",Correct,"[[0.6160122752189636, 0.38398775458335876]]"
Which sportsman won 'Strictly Come Dancing' in 2005?," Matt Dawson
",['darren gough'],Incorrect,"[[0.6306849718093872, 0.36931511759757996]]"
Where was the UN Atomic Energy Agency based when it was set up in 1957?," New York
","['vinarborg', 'wien austria', 'vindobonensis', 'vienna porcelain', 'vienna state', 'habsburg austria', 'vindabona', 'city of vienna', 'gemeinderat of vienna', 'bécs', 'wienna', 'architecture of vienna', 'wien', 'demographics of vienna', 'vienna austria', 'vínarborg', 'vienna at 9', 'capital of austria', 'wene', 'government of vienna', 'un locode atvie', 'europe vienna', 'viena', 'vienna']",Incorrect,"[[0.6867902874946594, 0.3132096230983734]]"
"""Who is the author of the books """"Foucault's Pendulum"""" and """"The Island of the Day Before""""?"""," Umberto Eco
","['open work', 'umberto ecco', 'umberto ecoo', 'opera aperta', 'eco umberto', 'umberto eco', 'umberto echo']",Correct,"[[0.8958876132965088, 0.1041124165058136]]"
Near which English city is the Lightwater Valley theme park to be found?," York
","['city of ripon yorkshire', 'ripon obelisk', 'ripon abbey', 'ripon uk', 'ripon hornblower', 'ripon england', 'ripon yorkshire', 'ripon', 'ripon north yorkshire', 'city of ripon north yorkshire']",Incorrect,"[[0.5869964361190796, 0.4130035936832428]]"
Where did Colonel James Bowie and Davy Crockett die fighting Mexican forces?," The Alamo
","['gonzales company of mounted volunteers', 'battle of alamo', 'gonzales ranging company', 'gonzales ranging company of mounted volunteers', 'gonzales mounted rangers', 'alamo battle', 'immortal 32', 'battle of el alamo', 'alamo', 'remember alamo', 'fall of alamo']",Correct,"[[0.9167081117630005, 0.0832919329404831]]"
What kind of creature is a 'Serval'?," Cat
","['wild cats', 'felis lybica sarda', 'wildcat kitten', 'felis sylvestris', 'egyptian wildcat', 'wildcat felis silvestris', 'f sylvestris', 'felis libyca', 'wild cat', 'felis silvestris cafra', 'wildcats', 'felis silvestris', 'wildcat', 'forest cat', 'indian desert cat', 'highland tiger', 'catamountain']",Incorrect,"[[0.8333246111869812, 0.16667540371418]]"
"Who portrayed the rugby-playing miner in the film, 'This Sporting Life'?"," Richard Harris
","['richard st john harris', 'richard harris', 'richard st j harris', 'richard harris actor', 'richard saint john harris']",Correct,"[[0.8210441470146179, 0.17895589768886566]]"
Castoreum is used as a food additive and in some perfumes. It is obtained from the scent glands of which member of the rodent family?," Beaver
","['beaverdams', 'beaver pelt', 'beaverdam habitat', 'beaver', 'beavers', 'beaver lodge', 'beaver houses', 'castor zoology', 'salt water beavers', 'beaver house', 'castor genus', 'beever']",Correct,"[[0.8524448275566101, 0.1475551873445511]]"
"Prior to gaining enormous success in his own right, which comedian played 'George Dawes', the scorekeeping baby, in the t.v. comedy series 'Shooting Stars'?"," Matt Lucas
","['george dawes', 'kevin mcgee showbiz', 'matt lucas']",Correct,"[[0.45713672041893005, 0.5428633093833923]]"
"In British history, how many Tolpuddle Martyrs were there?","6
","['six', '6']",Correct,"[[0.6749081611633301, 0.3250918686389923]]"
In which county is Kempton Park racecourse?," Surrey
","['services for young people in surrey county council', 'county of surrey', 'kingdom of surrey', 'surrey england', 'st nicolas c of e infant school', 'godley hundred', 'suðrigean', 'history of surrey', 'surrey']",Correct,"[[0.7512834072113037, 0.24871663749217987]]"
"""From 1925 to 1935, what did the letters """"MG"""" on a make of English sports car signify?"""," Morris Garages
","['mg automobile', 'morris garages', 'mg car company', 'mg car company limited', 'morris garage', 'morris garages cars', 'mg sports car', 'mg cars', 'mg car']",Correct,"[[0.7082125544548035, 0.29178741574287415]]"
Who was the first and lastExecutive President of the USSR?," Mikhail Gorbachev
","['michail gorbatschow', 'mikhail gorbachov', 'gorbachov', 'gorbachev', 'gorbachof', 'mihail gorbaciov', 'mihail gorbachyov', 'михаил сергеевич горбачёв', 'gorbachyov', 'mihail sergejevič gorbačëv', 'mihail gorbachev', 'mihail sergeevic gorbacev', 'new thinking', 'mikhail gorbachyov', 'gorbachav', 'mikhail sergeyevich gorbachev', 'mihail sergejevic gorbacev', 'gorbatsof', 'm gorbachev', 'mikhail s gorbachev', 'mihail gorbačëv', 'michail gorbatsjov', 'gorbacev', 'mihail sergeevič gorbačëv', 'mikhail gorbachev', 'mikhail gorbechev', 'mikhail sergeyevich gorbachyov', 'gorbatsiov', 'january proposal', 'gorbačëv', 'gorbatschow', 'mikhael gorbachev', 'mihail gorbacev', 'irina mihailovna virganskaya', 'mikhail gorbačëv', 'michael gorbachev', 'gorbachevian', 'gorbacheu', 'gorbachoff', 'irina virganskaya', 'mikhail sergeyevich gorbachov', 'михаил горбачёв', 'mikael gorbachev']",Correct,"[[0.7498207092285156, 0.2501792907714844]]"
"What specially built city has been the capital of Nigeria since 1991, when it was moved from Lagos?"," Abuja
","['maitama district abuja', 'wuse district abuja', 'garki district abuja', 'capital of nigeria', 'central district abuja', 'maitama', 'abuja nigeria', 'abuja', 'asokoro district abuja']",Correct,"[[0.902265727519989, 0.09773432463407516]]"
Which 1993 film is about the affair between author C S Lewis and poet Joy Grisham?," Shadowlands
","['shadowlands disambiguation', 'shadowlands', 'shadowlands film', 'shadowlands album']",Correct,"[[0.842863142490387, 0.15713685750961304]]"
Who played the villain Hans Gruber in the film Die Hard?," Alan Rickman
","['alan s p rickman', 'alan rickman', 'allen rickman', 'alan sidney patrick rickman']",Correct,"[[0.9392480850219727, 0.06075190380215645]]"
Genuine Moroccan leather is made from the hide of which animal?," Goat
","['goats disambiguation', 'g o t', 'goat disambiguation', 'goat', 'goat film']",Correct,"[[0.7106282711029053, 0.28937169909477234]]"
'Fish lizard' is the literal meaning of which extinct reptile's name?," Mosasaur
","['ichthyosaur', 'ichthyosaurs', 'icthyosaur', 'ichtyosaur', 'ichythyosaur', 'icthyosaurs', 'ichthyostegids', 'ichthyosauria']",Incorrect,"[[0.8128673434257507, 0.18713268637657166]]"
"Which actor has appeared in the films `Se7en', 'Fight Club', 'Inglourious Basterds' and 'Oceans Eleven'?"," Brad Pitt
","['pitt william bradley', 'william bradley pitt', 'brad pit', 'bradley pitt', 'brad pitt']",Correct,"[[0.9441768527030945, 0.05582313984632492]]"
Which astronaut holds the record for the greatest time between spaceflights - a timescale of over 35 years?," John Glenn
","['john herschell glenn jr', 'john h glenn jr', 'j h glenn', 'john glrnn', 'john herschel glenn jr', 'john herschel glenn', 'john h glenn', 'john glenn junior', 'john glenn', 'john glenn jr', 'glenn jr john herschell']",Correct,"[[0.6076632142066956, 0.3923368752002716]]"
"Mount Kosciuszko, the highest mountain in Australia is in which range?"," Snowy Mountains
","['snowy mountains', 'snowies', 'munyang mountains']",Correct,"[[0.6584175229072571, 0.3415825068950653]]"
A targeted group of assassinations in France on St Bartholomew's Day in 1572 led to which word entering the English language?," Massacre
","['massakre', 'masacres', 'massacre', 'masacre', 'massacred', 'massacres', 'masscred']",Correct,"[[0.7779753804206848, 0.22202469408512115]]"
"Give either Christian name of Russian composer, pianist and conductor Rachmaninoff?"," Sergei
",['sergei vasilievich'],Incorrect,"[[0.7725306749343872, 0.227469339966774]]"
1962 saw the first trans-Atlantic satellite broadcast via which satellite?," Telstar
","['telstar 11n', 'telstar i', 'telstar', 'telstar 1']",Correct,"[[0.8504685759544373, 0.14953136444091797]]"
What Incan city's ruins were unknown to the outside world until 1911?," Machu Picchu
","['manchu pichu', 'machu pikchu', 'machupicchu', '2010 machu picchu floods', 'machu picchu', 'machu piccu', 'macchu picchu', 'machu', 'machu pichu', 'macchu pichu', 'macchu piccu', 'machu pitchu']",Correct,"[[0.8936811685562134, 0.1063188686966896]]"
"In the painting ‘The Hay Wain’ by John Constable, which river is being crossed?"," Stour
","['stour', 'stour disambiguation']",Correct,"[[0.7041601538658142, 0.2958398759365082]]"
How did Hannibal die in 183 BC?,"75, of natural causes
","['killing your self', 'self murder', 'committed suicide', 'suicide and evolution', 'suisuide', 'to kill oneself', 'commiting suicide', 'suicidal behaviour', 'died by suicide', 'gi suicide', 'act of killing oneself', 'parasuicides', 'suicide', 'widow suicide', 'suicidal behavior', 'dutiful suicide', 'legal religious and cultural views on suicide', 'popular suicide locations', 'act of killing yourself', 'suicidum', 'committing suicide', 'kill oneself', 'killing yourself', 'act of killing your self', 'sui caedere', 'suicidalism', 'kill yourself', 'voluntary death', 'kill myself', 'eating your gun', 'papageno effect', 'fall on their swords', 'apparent suicide', 'male suicide', 'killing oneself', 'animal and bacteria suicide', 'commits suicide', 'survivor suicide', 'wrists', 'to kill yourself', 'suicidologist', 'internal struggle', 'suicide in world', 'to kill your self', 'economic suicide', 'eat your gun', 'suiside', 'suicidium', 'commit suicide', 'shoot self in head', 'suicides']",Incorrect,"[[0.05108273774385452, 0.9489172697067261]]"
What was the name of 'The Little Mermaid' in the Disney film of the same name?," Ariel
","['r i e l', 'ariel anime', 'ariel novel series', 'ariel visual', 'ariel']",Correct,"[[0.9082930684089661, 0.09170696884393692]]"
For which film did Catherine Zeta-Jones win an Academy Award as Best Supporting Actress?," Chicago
","['sayre language academy', 'chicago transportation committee', 'chicago illinois u s', 'sister cities of chicago', 'sister cities chicago', 'transport in chicago', 'chicago illinois', 'chicago illinois usa', 'chi town', 'hog butcher for world', 'religion in chicago', 'chicago', 'chicago wi', 'near north montessori', 'un locode uschi', 'city of broad shoulders', 'chicago theatre', 'chicago usa', 'uschi', 'chicago il', 'city of chicago', 'chicago finance committee', 'list of sister cities of chicago', 'chi beria', 'weather in chicago', 'chicago wisconsin', 'land of smelly onions', 'ariel community academy', 'chicago theater scene', 'chicago united states', 'paris of america', 'chicago illionis', 'chicago illinois united states', 'chcago', 'chi city', 'chicago illinois us', 'performing arts in chicago', 'chicago theatre scene', 'chichago', 'chicago ill', 'city of chicago illinois']",Correct,"[[0.875361442565918, 0.12463857978582382]]"
"What was the name of the last battleship built for the British Royal Navy, which ran aground in Portsmouth Harbour?"," HMS Repulse
",['hms vanguard'],Incorrect,"[[0.6379335522651672, 0.36206647753715515]]"
Which mountain range is known as ‘The Backbone of England’?," Pennines
","['pennine dales', 'pennines', 'pennine range', 'english highlands', 'pennine mountains', 'pennine chain']",Correct,"[[0.8966140151023865, 0.10338596254587173]]"
Papworth Hospital is in which county?," Cambridgeshire
","['cambs uk', 'cambridgeshire england', 'county of cambridge', 'cambridgeshire county council', 'cambridgeshire', 'willingham green']",Correct,"[[0.8354835510253906, 0.16451646387577057]]"
A decennial event occurs every how many years?,"10
","['10', 'ten']",Correct,"[[0.7641884088516235, 0.23581157624721527]]"
In mythology how long was Troy besieged?,"10 years
","['10 time', '10 years', 'ten time']",Correct,"[[0.5234203934669495, 0.4765796959400177]]"
The explorer Abel Tasman discovered Australia and New Zealand in what year?,"1642
","['one thousand six hundred and forty two', '1642']",Correct,"[[0.6757646203041077, 0.3242354094982147]]"
In the nursery rhyme who made the shroud for Cock Robin?," Little Miss Muffet
","['beetle disambiguation', 'beetle']",Incorrect,"[[0.30985841155052185, 0.6901415586471558]]"
"On Aug 2, 1943, what PT boat was run down by the Japanese destroyer Amagiri, resulting in a 5 day evasion scenario for future president John F. Kennedy and his remaining crew?","109
","['pt 109', 'pt 109 disambiguation']",Incorrect,"[[0.4035668671131134, 0.596433162689209]]"
Unimate which worked in a General Motors assembly line in 1961 has what distinction in the world of business?,"1st robot
",['first industrial robot'],Incorrect,"[[0.6959583163261414, 0.30404168367385864]]"
If you drove a AMG performance luxury saloon car what make of car would you drive?," Mercedes-Benz
","['m b', 'mercedes group', 'mercedes benz', 'bluehybrid', 'mercedes benz mlc class', 'mercedez benz', 'mercedes benz clt class', 'teleaid', 'mercedes benz corporation', 'mercedes benz cle class', 'mercedes benz gls class', 'mercades benz', 'mercedes car group', 'mercedes benz gt amg']",Incorrect,"[[0.9170058369636536, 0.08299414813518524]]"
Jack Point is a character in which Gilbert & Sullivan opera?," Yeomen Of The Guard
","['yeoman of guard merryman and his maid', 'yeomen of guard']",Correct,"[[0.7348812818527222, 0.26511871814727783]]"
"The most popular breed in the United States, what horse was bred to excel at sprinting short distances, of a quarter mile or less, and has been clocked at speeds up to 55 mph?"," American Quarter Horse
","['american quarter horses', 'qauter horses', 'american quarter horse', 'quarterhorses', 'appendix quarter horse', 'quarter horses', 'quarterhorse', 'quarter horse', 'american quarterhorses', 'appendix horse', 'american quarterhorse']",Correct,"[[0.7732163667678833, 0.2267836481332779]]"
"The 'Tube' in the website name YouTube also refers informally to what traditional display technology, abbreviated to CRT?"," Cathode Ray Tube
","['samsung slimfit crt tv', 'braun tube', 'computer display crt', 'colour crt', 'crt monitor', 'crt display', 'crt t v', 'crt screen', 'cathode ray tubes', 'cathodic ray tube', 'crt monitors', 'c r t t v', 'cathod ray tube', 'phosphor persistence', 'television picture tubes', 'direct view television', 'cathode tube', 'cathode ray tube', 'monitor radiation']",Correct,"[[0.8300437331199646, 0.169956237077713]]"
"Which Greek hero was husband of Penelope, father of Telemachus, and son of Laertes and Anticlea?"," Odysseus
","['ulyssess', 'royal odysseus', 'odesseous', 'odiseo', 'ulesses', 'ulysses bow', 'odyssius', 'uyelesses', 'odysseus laërtiadês', 'ukysses', 'odysseus', 'odysius', 'eperitus', 'odesseus', 'odyseus', 'odysseus laertides', 'uylessess', 'odysseus laërtidês', 'quarrelman', 'uylsses greek mythology', 'son of laertes', 'uylesses', 'ulixes', 'odessous', 'uylesess', 'ulessess', 'odysseus laertiades', 'odysseos', 'ulysses hero', 'ulysseys', 'odiseus']",Correct,"[[0.8766343593597412, 0.1233656257390976]]"
"Carbon dioxide, methane, nitrous oxide, and sulphur/sulfur hexafluoride are widely referred to by what collective metaphorical term?"," Greenhouse gases
","['carbon dioxide emission', 'green house gas', 'carbon gas', 'green house gasses', 'water vapor feedback', 'list of co2 emitted per million btu of energy from various fuels', 'carbon output', 'carbon emissions', 'greenhouse gasses', 'co2 gases', 'greenhouse gas emissions from transportation', 'greenhouse gas reduction', 'ghg emission', 'greehouse gas emissions from transportation', 'greenhouse gas emissions', 'atmospheric lifespan', 'water vapour feedback', 'carbon debt', 'green house gas emissions', 'greenhouse gases', 'atmospheric lifetime', 'carbon emission', 'green house gases', 'gas carbon', 'greenhouse gas emission', 'greenhouse gas', 'gaseous carbon', 'ghg emissions', 'greenhouse emissions', 'ghg in transportation', 'emissions output']",Correct,"[[0.8068526387214661, 0.19314737617969513]]"
What was the original profession of Yasser Arafat?," Engineer
",['civil engineer'],Incorrect,"[[0.622459352016449, 0.3775406777858734]]"
St Peter Port is the capital of which island?," Guernsey
","['guernsey', 'military of guernsey', 'bailliage de guernesey', 'bailiwick of guernsey', 'island of guernsey', 'guernsey geography', 'economy of guernsey', 'europe guernsey', 'guernsey people', 'guernsey transportation', 'geography of guernsey', 'guernsey government', 'climate of guernsey', 'guernsey channel island', 'demographics of guernsey', 'bailiwick of guernesey', 'guernsey economy', 'guensey', 'internet in guernsey', 'protestantism in guernsey', 'iso 3166 1 gg', 'guernsey military', 'isle of guernsey', 'guernsey history', 'gwernenez', 'channel islands guernsey', 'ethnic groups in guernsey', 'guernsey communications', 'communications in guernsey', 'education in guernsey', 'island of guernesey', 'islands of guernsey', 'islands of guernesey', 'name of guernsey', 'guernesey']",Correct,"[[0.8019358515739441, 0.1980641782283783]]"
Who wrote the 1940 novel ‘Fanny By Gaslight’?,"	Mavis Doriel Hay
","['sadleir formerly sadler michael thomas harvey', 'michael sadleir']",Incorrect,"[[0.38676345348358154, 0.6132365465164185]]"
What kind of animal is a Langur?," Monkey
","['munkee', 'simian monkey', 'monkey animal', 'cambodian monkey', '🐒', '🐵', 'monkei', 'baby monkeys', 'monkey', 'monkeys', 'monkies', 'monkey s', 'service monkey']",Correct,"[[0.8333246111869812, 0.16667540371418]]"
Which actress provided the love interest in the film High Noon ?," Grace Kelly
","['grace kelly princess of monaco', 'princess grace', 'grace kelly', 'grace of monaco', 'gracepatriciakelly', 'grace princess of monaco', 'grace patricia kelly', 'gracekelly', 'princess grace of monaco', 'gracia princess of monaco', 'grace de monaco']",Correct,"[[0.8848377466201782, 0.11516223102807999]]"
How old was Walt Disney when he died on December 15 1966? (+/- 5 years),"65
","['sixty five time', '65 years old', '65 time']",Incorrect,"[[0.49609383940696716, 0.5039061903953552]]"
In which city is the 'Morse Bar' at the Randolph Hotel?," Oxford
","['oxford united kingdom', 'oxford', 'city of oxford', 'oxeford', 'oxford astrophysics', 'oxford england', 'lion brewery u k', 'city of dreaming spires', 'weather in oxford', 'oxenaforda', 'un locode gboxf', 'ford of oxen', 'dreaming spires', 'morrells brewery', 'oxford oxfordshire', 'county borough of oxford', 'oxford uk']",Correct,"[[0.4863315522670746, 0.5136684775352478]]"
'Night Train' was a 2010 UK number one album for which band?,"30 Seconds To Mars
","['keane surname', 'keane disambiguation', 'keane']",Incorrect,"[[0.6029971241950989, 0.3970029056072235]]"
Which country will host the UEFA Euro team championship tournament in 2016?," France
","['belle france', 'etymology of france', 'franciaország', 'la republique française', 'la france', 'france', 'climate of france', 'franciaorszag', 'la republique francaise', 'iso 3166 1 fr', 'france country', 'french republic', 'république francaise', 'republique française', 'la république francaise', 'fracne', 'rain in france', 'le france', 'république française', 'la république française', 'frankreich', 'republic of france', 'people of france', 'ranska', 'franse', 'republique francaise', 'frakkland']",Correct,"[[0.8489722013473511, 0.15102779865264893]]"
Which novel introduced the bully Harry Flashman,"1876 Tom Brown's Schooldays
","['tom brown s school days', 'tom brown s schol days', 'tom browns schooldays', 'tom brown s schooldays']",Incorrect,"[[0.18892180919647217, 0.8110781908035278]]"
What is the name of the stadium where the French Open Tennis Championship is held?," Roland Garros
","['stade de roland garros', 'court philippe chatrier', 'court suzanne lenglen', 'roland garros stadium', 'stade roland garros']",Incorrect,"[[0.8509647250175476, 0.1490352898836136]]"
How many counties make up the province of Ulster?,"9
","['nine', '9']",Correct,"[[0.6740504503250122, 0.325949490070343]]"
What is the title of the recent BBC 4 comedy series about the organising of the London Olympics?,"2012: The Four Year Plan
","['twenty twelve', 'olympic deliverance commission', '2012 tv series', 'twenty twelve tv series', 'jubolympics', 'list of twenty twelve episodes']",Incorrect,"[[0.38398775458335876, 0.6160122752189636]]"
Albert Finney played ‘Sir’ in which 1983 film?,"007: Never Say Never Again
",['dresser'],Incorrect,"[[0.237222358584404, 0.7627776861190796]]"
Who won the first ever women’s boxing gold at any Olympics?," Michelle Ward
","['nicola adams', 'adams nicola']",Incorrect,"[[0.16451646387577057, 0.8354835510253906]]"
"Which US government department oversees the US Supplemental Nutrition Assistance Program, commonly known as Food Stamps?"," Department of Agriculture
","['usda us', 'u s dept of agriculture', 'united states department of agriculture', 'agriculture united states department of', 'usda', 'united states bureau of agriculture', 'u s d', 'bureau of plant industry united states', 'united states agriculture department', 'united states department of agriculture usda usa', 'u s department of agriculture', 'us department of agriculture']",Incorrect,"[[0.7655933499336243, 0.23440663516521454]]"
Which London football team earned the nickname the crazy gang?," Wimbledon
","['wimbolden', 'thе wimbles', 'wimbleton', 'wimbledon', 'wimbeldon', 'wimbldon', 'wimbledom', 'wimbledon disambiguation']",Correct,"[[0.5736784338951111, 0.4263215959072113]]"
In which town is Moorhouse's brewery?," Burnley
","['burnley lancashire', 'burnley', 'county borough of burnley', 'burnley england']",Correct,"[[0.7341195344924927, 0.2658804655075073]]"
"Which SAS soldier wrote the book 'Bravo Two Zero', an account of a failed mission during the (1st) Gulf War?"," Andy McNab
","['andy mcnabb', 'andy macnab', 'andy mcnab', 'seven troop book', 'immediate action book', 'mcnab andy']",Correct,"[[0.8504685759544373, 0.14953136444091797]]"
