question,answer,normalized_aliases,accurate_judgement,logits
"If a cow is bovine and a horse equine, what is porcine?"," Pig
","['🐽', 'sus genus', 'piggeh', 'pigs', '🐷', '🐖', 'chazer', 'pig']",Correct,"[[0.9362850189208984, 0.06371499598026276]]"
How many different husbands has Elizabeth Taylor had?,"8
","['seven', '7']",Incorrect,"[[0.7994422912597656, 0.200557678937912]]"
In the 1930's which car company manufactured a model called the Ruby?," Hillman
","['austin city connection', 'paragon prep', 'mueller austin texas', 'live music capital of world', 'austin tx', 'san antonio parks and recreation department', 'silicon hills', 'austin', 'austin travis county texas', 'avery ranch austin texas', 'autsin texas', 'holy family catholic school austin texas', 'autsin', 'paragon preparatory middle school', 'city of austin', 'austin tex', 'austin usa', 'un locode usaus', 'austin united states', 'austin texas']",Incorrect,"[[0.5156199336051941, 0.4843800961971283]]"
The theme tune to which TV series starring Don Johnson gave Jan Hammer his first UK chart success?," Miami Vice
","['lieutenant martin castillo', 'miami vice', 'larry zito', 'miami vice television series', 'gina calabrese', 'miami vice dvd releases', 'miami mice', 'miami vice tv series', 'miami vice in popular culture', 'stan switek', 'alligator elvis', 'mtv cops', 'martin castillo miami vice character', 'trudy joplin']",Correct,"[[0.942081868648529, 0.057918086647987366]]"
Who wrote the novel Gentlemen Prefer Blondes?," Anita Loos
","['cheri play', 'anita loos', 'chéri play']",Correct,"[[0.8489722013473511, 0.15102779865264893]]"
"A spoken error, considered perhaps more truthful than the intended word(s), is called a '(What?) slip'?"," Freudian slip
","['sigmund frued', 'freudian', 'project for scientific psychology', 'freuds', 'sigmund froyd', 'sigmond freud', 'vienna psychoanalytic association', 'sigmund schlomo freud', 'sick man fraud', 'freud', 'sigmund fruid', 'sickman fraud', 'frued', 'sophie halberstadt freud', 'sigismund freud', 'freud sigmund', 'freudian theory', 'sigmund freud', 'zigi frojd', 'dr sigmund freud', 'freud s', 'freudian psychoanalysis', 'sigismund schlomo freud', 'siegmund freud', 'sigismund shlomo freud', 'freudism', 's freud']",Incorrect,"[[0.7648916244506836, 0.2351083904504776]]"
A scaup is what type of bird?," Duck
","['quack sound', 'duckies', 'quacked', 'duck', 'ducks', 'ducklings', 'quacking', 'mallard drake', 'eend', 'duckling']",Correct,"[[0.8233283758163452, 0.1766715943813324]]"
"Characterized by a numbness at the back of the neck and arms, Chinese restaurant syndrome is commonly attributed to what food additive?"," Monosodium glutamate
","['m s g', 'msg', 'msg disambiguation', 'msgs']",Incorrect,"[[0.6495786309242249, 0.35042136907577515]]"
Which philosopher founded the Stoics?," Zeno of Citium
","['ζηνων', 'zeno', 'zeno disambiguation', 'tarasis', 'zenon', 'zenon disambiguation']",Incorrect,"[[0.7956580519676208, 0.20434188842773438]]"
Which wine producing region of France is famous for its Medoc and St Emilion wines?," Bordeaux
","['bordeaux', 'bordèu', 'bordeaŭ', 'bordeu', 'bordelaise', 'bordeau', 'bordeaux france', 'burdigala', 'bordeux', 'weather in bordeaux']",Correct,"[[0.956308901309967, 0.043691061437129974]]"
Which American actor played a submarine 'skipper' in the films 'Operation Petticoat' 1959 and 'Destination Tokyo'?," Cary Grant
","['archibald alec leach', 'archibaldalexanderleach', 'cary grant filmography', 'carygrant', 'cary grant', 'carry grant', 'archie leach', 'carey grant', 'archibald alexander leach']",Correct,"[[0.5467381477355957, 0.4532618224620819]]"
"According to the proverb every man for himself, and the Devil take what?","2nd place
","['hindmost', 'pierson s puppeteers', 'pierson s puppeteer', 'one who leads from behind']",Incorrect,"[[0.1710612028837204, 0.8289388418197632]]"
"""Which Austrian composed the opera """"The Magic Flute""""?"""," Mozart
","['wolfgangmozart', 'amadeus motzard', 'w mozart', 'wolfgang amadeus moatzart', 'moatzart', 'moatzart wolfgang amadeus', 'motzart wolfgang amadeus', 'wolfgang amadeus mozart', 'woflgang amadeus mozart', 'wolfgang amadé mozart', 'volfgang amadeus mozart', 'mozzart', 'wolfgang amade mozart', 'mosart', 'johann chrysostom wolfgang amadeus mozart', 'wolfgang amadè mozart', 'joannes chrysostomus wolfgangus theophilus mozart', 'mozart', 'ballets to music of wolfgang amadeus mozart', 'wa mozart', 'mozart wolfgang amadeus', 'wolfgang mozart', 'wolfgang amadeus', 'wolfgang motzart', 'amadeus mozart', 'motzart', 'mozart composer', 'wolfgangamadeusmozart', 'story of mozart', 'wolfgang amadeus motzart', 'johannes chrysostomus wolfgangus theophilus mozart', 'wofgang amadeus mozart', 'mozartian']",Correct,"[[0.9664104580879211, 0.033589500933885574]]"
The original Guggenheim Museum is in which city?," New York
","['us ny', 'n y', 'neo york', '11th state', 'new york state s', 'nýja jórvík', 'new yourk', 'new york us', 'new york', 'estado nueva york', 'nova york', 'ny state', 'state new york', 'new yourk state', 'u s state of new york', 'eleventh state', 'state of n y', 'new york u s', 'new york s', 'n y u s state', 'newyork', 'new york usa state', 'new yrok', 'state of new yourk', 'state of new york', 'nyja jorvik', 'ny', 'estado de nueva york', 'religion in new york', 'nueva york estado', 'new york u s state', 'new york state', 'state of ny', 'n y state', 'us state of new york', 'nys', 'new york population', 'ny u s state']",Correct,"[[0.9656413197517395, 0.034358687698841095]]"
What French word is a measurement of textile density?," Gramage
","['dennier', 'denier', 'deniers', 'denier disambiguation']",Incorrect,"[[0.6636689305305481, 0.3363310396671295]]"
Who wrote the 1798 treatise 'An Essay on the Principle of Population'?," Thomas Malthus
","['thomas r malthus', 'rev thomas malthus', 'reverend malthus', 'malthusian principle', 'malthus', 'malthusian controversy', 'malthusian scarcity', 't r malthus', 'thomas malthus', 'thomas robert malthus', 'malthusian doctrine', 'tr malthus', 'malthusian population theory', 'tom malthus', 'robert malthus', 'malthus thomas robert', 'thomas maltus']",Correct,"[[0.9709092378616333, 0.02909075655043125]]"
"What colour are the seats in the House of Lords? Red, Blue or Green?"," Red
","['red colour', 'incarnadined', 'reddened', 'aztec red', '255 0 0', 'color red', 'incarnadines', 'reddeners', 'reddens', 'raudur', 'firebrick red', 'incarnadine', 'redest', 'reddener', 'rauður', 'red political adjective', 'redly', 'reddishness', 'redness', 'red', 'reddest', 'red color', 'red movement', 'ff0000', 'redishness', 'rgb 255 0 0', 'reddishly', 'list of terms associated with color red', 'incarnadining', 'redishly']",Correct,"[[0.6076632142066956, 0.3923368752002716]]"
GEQ is the IOC code for which country?," Germany
","['equatorial guinea', 'eqguin', 'equatoguinean', 'gnq', 'guinea equatoriale', 'equatoguinea', 'equitoreal guinea', 'equatorial guinee', 'equatorial guineans', 'geq', 'equatorial guinean', 'administrative divisions of equatorial guinea', 'guinea equatorial', 'guinee equatoriale', 'equatorial guiniea', 'eq guinea', 'equitorial guinea', 'republic of equatorial guinea', 'equatorial guinée', 'eqg', 'equatorial guineau', 'guine equatorial', 'guinea ecuatorial', 'guinea équatoriale', 'iso 3166 1 gq', 'equatorial guniea', 'sport in equatorial guinea', 'guiné equatorial', 'guinée équatoriale', 'equatoguineans']",Incorrect,"[[0.8568122982978821, 0.14318770170211792]]"
A substance that attracts water molecules from the environment through either absorption or adsorption is called what?," Hygroscopic
","['hygroscopic', 'hygroscopic polymers', 'hygroscopicity', 'hygroscopy', 'hydroscopic polymers', 'deliquescence', 'nonhygroscopic', 'deliquescent']",Correct,"[[0.873214840888977, 0.12678517401218414]]"
"To travel in a direct line from Portland, Oregon to Portland, Maine in the USA how many major mountain ranges would need to be crossed?","3
","['2', 'two']",Incorrect,"[[0.6095241904258728, 0.3904758393764496]]"
What is the title of English author Jane Austen’s first published novel?," Sense and Sensibility
","['colonel brandon', 'elinor and marianne', 'sense sensibilty', 'sense sensibility', 'sense and sensibility novel', 'fanny dashwood', 'sense and sensibility']",Correct,"[[0.9539660811424255, 0.04603390023112297]]"
The term 'Roman Orders' are two of the classical orders of what?," Architecture
","['architecure', 'first art', 'architectures', 'architecturally', 'architectural work', 'architecture', 'civil architecture', 'art and history of architecture', 'frozen music', 'architectural', 'architecture built environment', 'archetecture']",Correct,"[[0.7813306450843811, 0.21866938471794128]]"
"Which US city is home to the HQ of CNN, Coca Cola, and Delta Airlines?"," Atlanta
","['city of atlanta', 'atlanta ga', 'atlanta united states', 'atlanta', 'atlanta georgia', 'city of atlanta ga', 'georgia state capital', 'marthasville ga', 'culture of atlanta', 'atanta ga', 'atlanta usa', 'terminus georgia', 'atlanta georgia usa', 't l', 'culture of atlanta georgia', 'un locode usatl', 'hotlanta', 'atlanta georgia u s state', 'big peach', 'atl', 'terminus ga', 'city in forest', 'population of atlanta']",Correct,"[[0.9324532747268677, 0.06754668802022934]]"
"Physiognomy, related historically to body language, interprets human characteristics from a person's?"," Face
","['facial feature', 'face', 'human face', 'faces', 'human faces']",Correct,"[[0.8848377466201782, 0.11516223102807999]]"
Who was British Prime Minister at the time of the 'American Declaration of Independence'?," Lord North
","['frederick north lord north', 'lord frederick north second earl of guilford', 'lord frederick north', 'frederick north', '2nd earl of guilford', 'frederick lord north', 'frederick 2nd earl of guilford north', 'lord north', 'lord fredrick north', 'north frederick 2nd earl of guilford', 'frederick north 2nd earl of guilford']",Correct,"[[0.5506073832511902, 0.4493926465511322]]"
Spurn Head (or Point) stretches across which estuary?," Humber
","['river humber', 'humber england', 'abus river', 'humber river england', 'humber', 'humber estuary']",Correct,"[[0.8128673434257507, 0.18713268637657166]]"
Who was the first female D.J. on Radio 1?," Annie Nightingale
","['annie nightingale', 'anne nightingale']",Correct,"[[0.8864204287528992, 0.11357958614826202]]"
What movie featured amplifiers that could be turned up to 11?," This Is Spinal Tap
","['artie fufkin', 'ian faith', 'marti di bergi', 'return of spinal tap', 'this is spınal tap', 'this is spinal tap', 'marti debergi', 'this is spin̈al tap', 'this is spın̈al tap', 'spinal tap movie', 'marty dibergi']",Correct,"[[0.7745833992958069, 0.2254166156053543]]"
"Before he became an author, what was the original profession of Sir Walter Scott?"," Solicitor
","['lawyer', 'legal practitioner', 'professional attorneys association', 'defense attorney', 'trial lawyer', 'counselor at law', 'criminal attorney', 'trial attorney', 'defence attorney', 'legal practitioners', 'prosecution lawyer', 'defense attourney', 'lawyeress', 'trial lawyers', 'in house counsel', 'lawyers', 'legal counsel', 'prosecuting attourney', 'corporate counsel', 'laywer', 'litigator', 'legal professions', 'sole practitioner', 'company lawyer', 'legal profession']",Incorrect,"[[0.7956580519676208, 0.20434188842773438]]"
"The Red Lion is the commonest pub name in England then The Crown, The Royal Oak, The White Hart, what comes next"," The Plough
","['kings head', 'king s head', 'kings head disambiguation', 'king s head disambiguation']",Incorrect,"[[0.36296921968460083, 0.6370307803153992]]"
Which ‘ology’ is the study of sexually transmitted diseases?," Venereology
","['venereologist', 'venereology']",Correct,"[[0.7704647779464722, 0.22953520715236664]]"
The US Civil War was in which century?,"19th
","['19', 'nineteen', '19th']",Correct,"[[0.8449215292930603, 0.1550784707069397]]"
"Frank Dekum, a 19th-century banker in Portland, Oregon, contributed money to import what to Oregon?","100 cherry trees
",['german song birds'],Incorrect,"[[0.19314737617969513, 0.8068526387214661]]"
Who was known as 'The Million Dollar Mermaid'?," Esther Williams
","['esther williams', 'esther jane williams', 'esther wilson']",Correct,"[[0.9664104580879211, 0.033589500933885574]]"
"One of Hannibal's most famous achievements was at the outbreak of the Second Punic War, when he marched an army, which included war elephants, from Iberia over the Pyrenees and the Alps into northern Italy with the intention of attacking Rome. What city was he from?"," Carthage
","['carthagine', 'carthaginean republic', 'carthage tunisia', 'carthage extinct city', 'carthage tunis', 'qart ḥadshat', 'carthago', 'site of carthage', 'archaeological site of carthage', 'carthage ancient city', 'carthage', 'cathago', 'kathago', 'carchedon', 'carthage africa', 'roman carthage', 'carthagina', 'qart ḥadšat', 'qart hadsat', 'ancient empire carthage', 'qart hadshat', 'carthagians', 'qarṭāj', 'carthaginian', 'karthage', 'elishat', 'libyo phoenicians']",Correct,"[[0.9268352389335632, 0.07316471636295319]]"
In which city were the Winter Olympic Games held when John Curry won a gold medal for men's figure skating?," Lake Placid
","['wilten', 'oenipons', 'innsbrück', 'ynsprugg', 'igls', 'hötting', 'innsbruck austria', 'innsbruck', 'insbruck', 'un locode atinn']",Incorrect,"[[0.8031737804412842, 0.19682618975639343]]"
How many three minute rounds are there in a boxing match at the Olympic Games?,"12
","['three', '3']",Incorrect,"[[0.665410578250885, 0.3345894515514374]]"
Which club team is regarded as the first to have pioneered the concept of total football?," Ajax Amsterdam
","['ajax programming', 'ahah', 'ajax desktops', 'asynchronous javascript and xml', 'ajax scripts', 'ajax software', 'list of websites using ajax', 'cajax', 'ajax language', 'asynchronous javascript and json', 'ajaxy', 'ajax development platforms', 'ajax', 'chat ajax']",Incorrect,"[[0.6076632142066956, 0.3923368752002716]]"
What is the longest river in France?," Loire
","['départment of loire', 'loire', 'la loire', 'loire river', 'loire river france', 'luara', 'loira', 'montbrisn', 'longest river in france', 'river loire', 'montbrisn loire']",Correct,"[[0.8615382313728333, 0.13846179842948914]]"
Which bluish-white metallic element has the atomic number 30?," Zinc
","['zinc poisoning', 'zinc tablets', 'special high grade zinc', 'zn2', 'super high grade zinc', 'zinc concentrate', 'shg zinc', 'zinc pills', 'zinc alloy', 'zinc metallurgy', 'zinc ions', 'zinc tiles', 'zinc processing', 'element 30', 'zinc alloys', 'zinc', 'zinc supplementation', 'zinc metabolism', 'zinc element', 'mossy zinc']",Correct,"[[0.8976953029632568, 0.10230471193790436]]"
The word eviscerate means to?," Gut
","['disembowelment', 'gutted', 'disembowelled', 'transanal evisceration', 'disembowel', 'disemboweled', 'disemboweling', 'disembowlment', 'evisceration organ removal']",Incorrect,"[[0.8529354929924011, 0.14706452190876007]]"
Tasseomancy is a form of telling the future by doing what?," Reading tea leaves
","['reading tea leaves', 'tasseology', 'tassology', 'tea leaf reading', 'tasseography', 'tasseomancy']",Correct,"[[0.6842640042304993, 0.31573596596717834]]"
"Which 1981 song contains the lyrics "" And I've lost my light. For I toss and turn, I can't sleep at night""?","9 To 5
","['tainted love marilyn manson', 'tainted love', 'tainted love marilyn manson song', 'sometimes i feel i ve got to']",Incorrect,"[[0.09739039838314056, 0.9026095867156982]]"
In the Harry Potter series of films and books who has a cat called Crookshanks?," Hermione Granger
","['hermione granger', 'hermione jane granger', 'jane granger', 'granger hermione', 'hermoine granger', 'hermione harry potter', 'hermionie granger', 'hermione jean granger', 'hermione jean granger weasley', 'hjg', 'hermy granger', 'society for promotion of elfish welfare', 'hermione weasley', 'hermy', 'hermione puckle', 'hermione jane granger harry potter', 's p e w']",Correct,"[[0.7057850360870361, 0.29421496391296387]]"
"What year: Marilyn Monroe died, Tom Cruise was born and John Lennon got married for the first time?","1956
","['one thousand nine hundred and sixty two', '1962']",Incorrect,"[[0.5214711427688599, 0.47852882742881775]]"
Citizens of Mexico know it as Rio Bravo del Norte. What do we call the 4th longest river system in the US?," Rio Grande
","['rio bravo del norte', 'rio grande', 'río bravo', 'río grande', 'rio grande river united states and mexico', 'rio grande river', 'rio grande del norte', 'río bravo del norte']",Correct,"[[0.8991213440895081, 0.10087861865758896]]"
"If a bone is navicular, it is shaped like what?"," A boat
","['boat', 'boat car', 'boat film', 'boat disambiguation']",Correct,"[[0.22815649211406708, 0.7718434929847717]]"
What is the capital of Switzerland?," Bern
",['bern or berne'],Incorrect,"[[0.9609517455101013, 0.039048291742801666]]"
The perfume L’Interdit by Givenchy was created in 1957 for which actress?," Audrey Hepburn
","['joseph victor anthony ruston', 'edda kathleen ruston', 'audrey hepburn filmography', 'audrey hepburn', 'hepburn audrey']",Correct,"[[0.9105454087257385, 0.08945459872484207]]"
Ian Botham played his last professional cricket match for which English team?," Durham
","['durham city county town', 'durham city', 'weather in durham', 'durham disambiguation', 'durham', 'durham amtrak station']",Correct,"[[0.5039061903953552, 0.49609383940696716]]"
Which tube station locates and describes someone “eight stops short of Upminster”?," Hammersmith
","['barking london', 'barking', 'barking london england', 'barking town centre', 'barking united kingdom', 'barking essex', 'barking town square']",Incorrect,"[[0.167763352394104, 0.8322367072105408]]"
Which US state is nicknamed 'Old Dominion'?," Virginia
",['virginia'],Correct,"[[0.9525741338729858, 0.04742587357759476]]"
Who invented the safety pin?,"19th century British inventor Walter Hunt
","['hunt walter', 'walter hunt disambiguation', 'walter hunt']",Incorrect,"[[0.10894505679607391, 0.8910549879074097]]"
"""What nation's boat """"Black Magic I"""" won five races to nil in the America's Cup in 1995?"""," New Zealand
","['newzealand', 'new zealand', 'aotearoa', 'kiwistan', 'new zeland', 'staten land', 'staten landt', 'neo zealand', 'new zeeland', 'mew zealand', 'new zealand s', 'new zealend', 'iso 3166 1 nz', 'nova zeelandia', 'aotearoa new zealand', 'nu tirani', 'subdivisions of new zealand', 'n zealand', 'new zealnd', 'new zealnad', 'new xealand', 'administrative divisions of new zealand', 'maoriland', 'nzl', 'niu tireni', 'new z', 'its got that new zeal', 'n z', 'name of new zealand', 'enzed', 'nz', 'new zaeland', 'new zelanad', 'sheepland', 'etymology of new zealand', 'kiwiland', 'māoria', 'staaten land', 'nouvelle zelande']",Correct,"[[0.7201715111732483, 0.2798284888267517]]"
Marie McLaughlin Lawrie is the real name of which singer?," Lulu
","['lulu album', 'lulu film', 'lulu', 'lulu disambiguation', 'lulu lulu album']",Correct,"[[0.665410578250885, 0.3345894515514374]]"
Who sang the theme song to the BBC television series ‘Dad’s Army’?," The Crazy World of Arthur Brown
","['bud flanagan', 'bud flannagan']",Incorrect,"[[0.05108273774385452, 0.9489172697067261]]"
'Equivalent VIII' by Carl Andre is in Tate Modern in London. It comprises 120 of which item?,"2x4 bricks
",['fire bricks'],Incorrect,"[[0.29098084568977356, 0.709019124507904]]"
"Which London football club installed an artificial pitch, which was later banned, in the 1980s?"," Queens Park Rangers
","['qpr fc', 'queens park rangers f c reserves and academy', 'queen s park rangers', 'queen s park rangers f c', 'qpr', 'q p r', 'queens park rangers f c', 'qprfc', 'queens park rangers football club', 'queen s park rangers fc', 'queens park rangers', 'queen s park rangers football club', 'qpr soccer', 'qpr f c', 'qpr football', 'queens park rangers fc']",Correct,"[[0.4339814782142639, 0.5660185217857361]]"
"Niagara Falls, one of the more popular tourist destinations in North America, consists of Horseshoe Falls and what?"," American Falls and Bridal Veil Falls
",['american falls'],Incorrect,"[[0.2598256766796112, 0.740174412727356]]"
Battersea Power Station in London appears on the cover of which Pink Floyd album," Animals
","['animal characteristics', 'animalia kingdom', 'water animal', 'basal metazoan', 'metazoon', 'nonhuman animal', 'anamalia', 'animal life', 'basal metazoa', 'animal metazoan evolution', 'metazoic', 'animal body', 'animalia', 'new animal phylogeny', 'metazoan', 'animals', 'animal phylum', 'classification of animals', 'kingdom animal', 'animal types', 'metazoans', 'animal phylogeny', 'anumal', 'non human animal', 'animal', 'kingdom animalia', 'animal reproduction', 'metazoa', 'kingdomanimalia']",Correct,"[[0.5195213556289673, 0.4804787039756775]]"
On which course is the Queen Anne Stakes run?," Ascot
","['ascot victoria', 'ascott', 'ascot disambiguation', 'ascot']",Correct,"[[0.907967209815979, 0.09203287214040756]]"
Which Star Wars actress was the daughter of Debbie Reynolds?," Carrie Fisher
","['carrie fischer', 'carey fisher', 'carry fisher', 'carrie fisher', 'fisher carrie']",Correct,"[[0.9621075391769409, 0.0378924235701561]]"
What name connects a small beetle with a publisher of children's books?," Ladybird
","['cuschow lady', '🐞', 'four spot ladybird', 'bishy barney bee', 'five spot ladybird', 'ladybeetles', 'lady bugs', 'ladybeetle', 'lady bug', 'ladybird', 'coccinellidad', 'ladybirds', 'fivespot ladybird', 'coccinellid', 'lady bird', 'lady beetles', 'ladybugs', 'coccinellidae', 'ladybird beetle', 'ladybug', 'coccinelid', 'sixteen spot ladybird', 'lady beetle']",Correct,"[[0.8104788661003113, 0.18952107429504395]]"
Which actor played the role of psychiatrist Sam Loomis in the 1978 horror film Halloween?," Donald Pleasence
","['donald henry pleasence', 'donald pleasence', 'donald pleasants', 'donald pleasance']",Correct,"[[0.9207897186279297, 0.07921033352613449]]"
"According to the nursery rhyme, whose lamb followed her to school?"," Mary
","['mary song', 'mary', 'mary film', 'mary disambiguation', 'mary album']",Correct,"[[0.735641598701477, 0.2643583416938782]]"
What is the name for the centre of an atom?," Nucleus
","['nucleus disambiguation', 'nuecleus', 'nucleic', 'nucleus', 'nucleas', 'nucleus album', 'nuclei']",Correct,"[[0.9585376977920532, 0.04146227240562439]]"
In March 2006 Jack Dorsey created and was one of the co-founders of which social networking website?," Twitter
","['twitter bird', 'touiteur', 'tweeted', 'retweet', 'twittersphere', 'твиттер', 'twitterati', 'twitter com', 'twittered revolution', 'reply', 'twestival', 'obvious corporation', 'mopub', 'tweets twitter', 'twtr', 'twitterverse', 'twitter account', 'twitpocalypse', 'followfriday', 'twittervention', 'twitter website', 'twitter mobile', 'twitter inc', 'promoted tweets', 'trending topic', 'trending topics', 'failwhale', 'twitter uk', 'trended', 'tweeting', '140 characters', 'twitterku', 're tweet', 't co', 'twttr', 'twoosh', 'твит', 'twiter', 'twitition', 'туиттер', 'twitter community', 'twitvid', 'twittr', 'most tweeted moment in history of twitter', 'tweet twitter', 'twittervision', 'fail whale', 'follow friday', 'twitter']",Correct,"[[0.9515040516853333, 0.048496004194021225]]"
"Give a year in the life of Scottish writer and biographer, James Boswell?","1763
",['1740 1795'],Incorrect,"[[0.7057850360870361, 0.29421496391296387]]"
Which christian name is shared by two title characters in the Dickens book Dombey and Son?," Paul
","['boulangeries paul', 'paul services', 'paul', 'paul bakery', 'paul food chain', 'boulangeries paul sas', 'paul services sas']",Correct,"[[0.6791787147521973, 0.3208213150501251]]"
How many stars are on the flag of the European Union?,"12
","['twelve', '12']",Correct,"[[0.7534666657447815, 0.2465333491563797]]"
"""In 2008, Kobi Bryant was voted """"Most Valuable Player"""" in which US sport?"""," Basketball
","['men s basketball', 'baksetball', 'baketball', 'boy s basketball', 'basketball club', 'high school basketball', 'rim basketball', 'basketball team', 'bball', 'unicycle basketball', 'basketball worldwide', 'shoot hoops', 'b ball', 'basketball', 'basketball net', 'women s hoops', 'basketball gear', 'basketballer', 'basket ball', 'basketball rim', '🏀', 'basketball parity worldwide', 'basketball player']",Correct,"[[0.7905303239822388, 0.20946967601776123]]"
"Of the 29 letters in the Turkish alphabet, how many are vowels?","8
","['8', 'eight']",Correct,"[[0.7704647779464722, 0.22953520715236664]]"
What are raced in the Indianapolis 500?,"500-mile race cars
","['automobilism', 'automobil', 'cars', 'passenger vehicles', 'autos', 'environmental impact of automobiles', 'automobile', 'motorization', '🚗', 'motor car', 'automobiles', '🚘', 'car', 'automobles', 'motorcar', 'car automobile', 'm1 vehicle', 'self rolling carriage', 'cardoor', 'ottomobile', 'passenger vehicle', 'motorisation', 'self propelling carriage', 'automotive vehicle', 'environmental impact of cars']",Incorrect,"[[0.043042849749326706, 0.9569571614265442]]"
What word is given to the thin leather straps used in falconry to tether the bird ?," Tethers
","['jesses', 'jess', 'jess disambiguation']",Incorrect,"[[0.5389832258224487, 0.46101677417755127]]"
Who designed the Beatles Sgt Peppers Lonely Hearts Club Band album cover?," Peter Blake
","['peter balke', 'peter blake', 'sir peter blake', 'peter blake disambiguation']",Correct,"[[0.957912266254425, 0.04208773002028465]]"
Which city is dominated by Sugar Loaf mountain," Rio de Janeiro
","['rio de janeiro brazil', 'river of january', 'rio de jainero', 'río de jeneiro', 'un locode brrio', 'río de janeiro brazil', 'marvelous city', 'rio di janeiro', 'rio de janeiro city', 'sao sebastiao do rio de janeiro', 'rio de janerio', 'brrio', 'rio de janero', 'rio janeiro', 'rio de janiero', 'january river', 'río de janeiro', 'r janeiro', 'rio de janeiro rj', 'rio de janeiro', 'rio de janiero brazil', 'rio brazil', 'são sebastião do rio de janeiro', 'rio de janeiro rio de janeiro']",Correct,"[[0.8499711751937866, 0.15002882480621338]]"
'I Could be so Good For You' was the theme song to which TV programme?,"1990s advert for Mars Bars
",['minder'],Incorrect,"[[0.048496004194021225, 0.9515040516853333]]"
In which sport did Hollywood star Sonja Henie win Olympic Gold?," Figure skating
","['ice skating', 'ice skateing', 'iceskating', 'ice skater']",Incorrect,"[[0.9416541457176208, 0.05834583938121796]]"
In which country is the city of Samarkand?," Uzbekistan
","['republic of uzbekistan', 'uzbekistani', 'o zbekiston respublikasi', 'little bukaria', 'uzbekiston', 'usbekistan', 'өзбекстан', 'oʻzbekiston respublikasi', 'ozbekistan', 'ozbekistan jumhuriyeti', 'o zbekstan respublikası', 'uzbekistan', 'ўзбекистон', 'ozbekiston', 'o zbekiston jumhuriyati', 'uzbekia', 'iso 3166 1 uz', 'population of uzbekistan', 'administrative divisions of uzbekistan', 'uzbekistan stock exchange', 'üzbekiston respublikasi', 'o zbekiston', 'languages of uzbekistan', 'ouzbékistan', 'ozbekistan jumhuriyäti', 'area of uzbekistan', 'ўзбекистон республикаси', 'uzbek republic', 'uzbekstan', 'o zbekstan', 'ouzbekistan', 'uzbekiston jumhuriyati', 'oʻzbekiston jumhuriyati']",Correct,"[[0.9407896995544434, 0.05921024829149246]]"
Who was the wing commander who led the 'Dambusters' bomber raids in 1943?," Guy Gibson
","['guy penrose gibson', 'wing commander guy penrose gibson vc dso bar dfc bar raf', 'wing commander guy penrose gibson', 'guy penrose gibson vc dso bar dfc bar raf', 'guy gibson']",Correct,"[[0.914290726184845, 0.08570928126573563]]"
"The post-modern arts complex, built in Paris in 1977, is named after which French president?"," Georges Pompidou
","['georges jean raymond pompidou', 'georges pompidou', 'george pompidou']",Correct,"[[0.872347354888916, 0.1276526302099228]]"
Irish-born Francis Bacon (1909-1992) is known in what field?,"20th century painting
","['paintism', 'painting artist', 'paintedly', 'paintingly', 'coat of paint', 'painter artist', 'painter', 'stylized painting', 'paintists', 'painting object', 'painteries', 'paintery', 'painting', 'painting art of', 'painters', 'paintistically', 'paintress', 'paintist', 'paintings', 'classical painting']",Incorrect,"[[0.46295857429504395, 0.5370413661003113]]"
"Who is the next in this series: Laue (1914), W. L. Bragg / W. H. Bragg (1915), Barkla (1917), Planck (1918), Stark (1919), Guillaume (1920) ... ?","1921 - Albert Einstein
","['al einstein', 'alber enstien', 'tribute to einstein', 'albert enstien', 'einstein physicist', 'einstien', 'albert einstin', 'albert enstein', 'alber einstein', 'albert einstein s', 'albert eienstein', 'einsetein', 'albert einstein', 'einstien albert', 'albert einstien', 'einstein', 'einstein albert', 'einsteinian']",Incorrect,"[[0.18126322329044342, 0.8187368512153625]]"
"Tirpitz was sunk on November 1944 during Operation Catechism by bombers from Number 9 Squadron and which other numbered squadron, well known from Operation Chastise the previous year?","617
","['617', 'six hundred and seventeen']",Correct,"[[0.5, 0.5]]"
A Silver Jubilee is the anniversary of how many years of a significant event?,"25
","['25', 'twenty five']",Correct,"[[0.6406359076499939, 0.3593641519546509]]"
"Behind Shakespeare, who is the second most published author of all time?"," Agatha Christie
","['charles dickons', 'charels dickens', 'dickens charles', 'c dickens', 'charles john huffam dickens frsa', 'charles john huffam dickens', 'dickensian', 'charles dickens', 'dickensian character', 'charles dickins', 'dickens', 'cjh dickens']",Incorrect,"[[0.5389832258224487, 0.46101677417755127]]"
