question,answer,logits,normalized_aliases
Central America's Panama seceded from which country in 1903?," Colombia
","[[0.4493926465511322, 0.5506073832511902]]","['columbia', 'columbia disambiguation', 'columbia town', 'columbia yacht', 'columbia song', 'columbia municipality', 'columbia automobile']"
"What is the term for the fine pattern of cracks formed on old paintings, which is sometimes used to detect forged art as it is a hard-to-forge signature of authenticity?","19th-century
","[[0.24508501589298248, 0.7549149990081787]]","['craquelures', 'craqueluring', 'craquelure', 'cracking pattern painting', 'crettatura', 'craquelured', 'craquele', 'craquelé']"
"What nationality is Carlos Slim, the richest person in the world according to Forbes 2012?"," Mexican
","[[0.6442250609397888, 0.3557748794555664]]","['mexican', 'mexican disambiguation']"
"A cachalot - an old French word for tooth - is better known as what creature, the largest living toothed animal?"," Sperm whale
","[[0.531209409236908, 0.4687906503677368]]","['potvis', 'sperm wale', 'cachalot', 'cachelot', 'sperm whales', 'social behavior of sperm whales', 'physeteridae catadon', 'physeter macrocephalus', 'sperm whale', 'physeter catodon', 'physeter', 'common cachalot', 'catodon whale', 'kashalot', 'spermwhale', 'spermacet whale']"
Who was the first person to be voted off this year’s ‘Strictly Come Dancing’?,"2010
","[[0.2628418505191803, 0.7371581792831421]]",['tony jacklin']
"Ganesh, Murugan and their father Shiva feature in which religion?","3rd
","[[0.25683197379112244, 0.7431679368019104]]","['hindu', 'hindhu', 'shrimant', 'hinduists', 'hindus']"
(Before Jurassic Park) the word raptor technically refers to what sort of carnivorous creature?,"12 foot tall dinosaurs
","[[0.2120688110589981, 0.7879312038421631]]","['🐥', 'modern dinosaurs', 'avafauna', 'pet bird', 'baby birds', 'living dinosaurs in australasia', 'flying bird', 'bird breeding', 'nestlings', 'ornis', 'avialian', 'neornithes', '🐦', 'aves', 'roosting', 'nestling', 'class aves', 'modern bird', '🐤', 'avian proteins', 'ornithes', 'chick bird', 'avian reproduction', 'living sauropods in africa', 'avialan', 'roost site', 'surviving dinosaurs', 'birds mating', 'avifauna', 'avian dinosaur', '🐣', 'living dinosaurs in oceania', 'living sauropods', 'neornithine', 'bird', 'modern birds', 'birdness', 'chick guard stage', 'avialians', 'birds', 'bird reproduction', 'avians', 'aviala']"
"If you were on holiday at the coastal resort of Bodrum, which country would you be in"," Turkey
","[[0.5698526501655579, 0.43014734983444214]]","['turkey', 'tuerkiye', 'türkiye respublikası', 'republic of turkiye', 'tuerkei', 'etymology of turkey', 'türkiye', 'turkiye', 'tuerkiye cumhuriyeti', 'türkiye cumhuriyeti', 'republic of turkey', 'turky', 'turkish republic', 'türkiye respublikasi', 'turquia', 'iso 3166 1 tr', 'turkey nation', 'turkia', 'terky', 'turkei', 'turkie', 'turkey state', 'türkei', 'turquie', 'turkiye cumhuriyeti', 'turkey country']"
Which novel introduced the bully Harry Flashman,"1876
","[[0.22815649211406708, 0.7718434929847717]]","['tom brown s school days', 'tom brown s schol days', 'tom browns schooldays', 'tom brown s schooldays']"
“Make me” is the twentieth bestselling book in which series?,"50 Shades
","[[0.2751297354698181, 0.7248703241348267]]","['reacher', 'jack reacher']"
"Literally 'Practice of the Wheel of Law' in Chinese, what system of mind and body cultivation has been the focus of international attention since the Chinese government began a crackdown on it?"," Falun Gong
","[[0.5544704794883728, 0.4455295503139496]]",['falun gong or falun dafa']
Which river enters the Irish Sea at Drogheda?," Boyne
","[[0.5078118443489075, 0.49218809604644775]]","['boyne disambiguation', 'boyne', 'boyne ontario']"
What type of acid is there in a bee sting,"5-hydroxytryptamine
","[[0.22270014882087708, 0.7772998809814453]]","['methanaoic acid', 'formic acid', 'chooh', 'e236', 'methanoic acid', 'hydrogencarboxylic acid', 'formylic acid', 'hcooh', 'atcvet code qp53ag01', 'acid of ants', 'metacarbonoic acid', 'hydrogen carboxylic acid', 'hco2h', 'formic acids', 'aminic acid', 'hydrogen formate']"
"In June 1944, the names Juno, Omaha, Sword, Utah & Gold were given to what?","5 beaches
","[[0.3486451804637909, 0.6513549089431763]]","['private beach', 'world s longest beach', 'recreational beach', 'artificial beach', '⛱', 'beaches', 'sand beach', 'sea side resort', 'beach use', 'beach']"
The Teddy bear is named after whom?,"26th President of the United States
","[[0.29098084568977356, 0.709019124507904]]","['t ros', 'cowboy president', 'theodore roosavelt', 'trust buster', 'president theodore roosevelt', 'teddy roosvelt', 'teddy rosevelt', 't roosevelt', 'roosevelt theodore', 'feddy roosevelt', 'cowboy of dakotas', 'teddy rose', '26th president of united states', 'teddy roosevelt foreign policy', 'teddy roose', 'teodoro roosevelt', 'theodore roosevelt', 'theodor roosevelt', 't roosevelt administration', 'teddy roosevelt']"
Table Mountain in South Africa overlooks which city?," Cape Town
","[[0.5467381477355957, 0.4532618224620819]]","['capetownmagazine com', 'capetonian', 'city of cape town western cape', 'mother city', 'capetown', 'capetown south africa', 'cape town south africa', 'tavern of seas', 'cape town', 'cape town western cape', 'un locode zacpt', 'ikapa', 'greater cape town', 'cape town cricket ground', 'demographics of cape town', 'kaapstad']"
Which book by Mark Haddon was the Booker Prize winner in 2003?," The Curious Incident Of The Dog In The Night-Time
","[[0.4148988425731659, 0.5851011276245117]]","['tciotditnt', 'curious incident of dog in night time', 'curious incident of dog in night time novel', 'curious incident of dog', 'dog night time', 'christopher john francis boone', 'curious incident of dog in nighttime', 'curious incident of dog in night time film', 'christopher boone', 'curious incident']"
"A home for music and intimate performance, well-established in Europe in the 19th century, flourishing in early 20th century, and attended by a wide cross-section of society, sparked a number of films. What was the name for the venue and style?","1920s Jazz Club
","[[0.30074557662010193, 0.6992543935775757]]","['cabarét', 'kleinkunst', 'caberet', 'cabaret', 'cabaret music', 'cabaretist', 'cabare', 'cabaret artist', 'cabaretier', 'cabarets']"
In the TV series Frasier who played the part of Daphne Moon?," Jane Leeves
","[[0.4532618224620819, 0.5467381477355957]]","['jane leeves', 'jane leaves', 'leeves']"
Who immediately succeeded Abraham Lincoln as President?," Andrew Johnson
","[[0.4148988425731659, 0.5851011276245117]]","['andrew johnson administration', 'president andrew johnson', 'presidency of andrew johnson', 'movement to impeach andrew johnson', 'andrew johnson judicial appointments', 'johnson andrew', 'andrew johnson', '17th president of united states', 'list of judicial appointments made by andrew johnson', 'johnson administration']"
In which country is the Rugby Union World Cup due to be held in 2011?," New Zealand
","[[0.5, 0.5]]","['newzealand', 'new zealand', 'aotearoa', 'kiwistan', 'new zeland', 'staten land', 'staten landt', 'neo zealand', 'new zeeland', 'mew zealand', 'new zealand s', 'new zealend', 'iso 3166 1 nz', 'nova zeelandia', 'aotearoa new zealand', 'nu tirani', 'subdivisions of new zealand', 'n zealand', 'new zealnd', 'new zealnad', 'new xealand', 'administrative divisions of new zealand', 'maoriland', 'nzl', 'niu tireni', 'new z', 'its got that new zeal', 'n z', 'name of new zealand', 'enzed', 'nz', 'new zaeland', 'new zelanad', 'sheepland', 'etymology of new zealand', 'kiwiland', 'māoria', 'staaten land', 'nouvelle zelande']"
What was the former name of Jaguar motors,"1922: Swallow
","[[0.25091278553009033, 0.7490872144699097]]","['swallow coachbuilding co 1935 ltd', 'swallow sidecar company']"
"""Which former international footballer was known as """"the wizard of the dribble""""?"""," Diego Maradona
","[[0.4148988425731659, 0.5851011276245117]]",['stanley mathews']
Who plays Cinna in the 2012 film ‘The Hunger Games’?," Sam Claflin
","[[0.4493926465511322, 0.5506073832511902]]","['henry hirsch', 'leonard albert 22lenny 22 kravitz', 'leonard kravitz', 'lenny cravitz', 'lenny cravits', 'leonard albert kravitz', 'lenny kravitz', 'lenny kravits']"
Which epic poem by John Milton tells the story of the Fall of Adam and Eve?," Paradise Lost
","[[0.531209409236908, 0.4687906503677368]]","['paradise lost', 'paradise lost opera', 'paradice lost', 'paradiſe loſt', 'paradise lost 2012 film', 'paridise lost']"
Senna and Ammonia were minor characters in which BBC TV comedy series?,"2 Point 4 Children
","[[0.3775406777858734, 0.622459352016449]]","['lurcio', 'up pompeii']"
Which computer-animated film series features the 'Kingdom of Far Far Away'?," Shrek
","[[0.5, 0.5]]","['shrek timeline', 'shrek series season 3', 'shrek first', 'shrek series season 1', 'shrek in swamp karaoke dance party', 'shrek comics', 'shrek 1', 'shrek film', 'shrek movie', 'shrek series season 2', 'שרעק', 'cast of shrek', 'shrek i', 'list of shrek series episodes', 'shrek series season 4', 'shrek', 'shrek one', 'production of shrek']"
Tzipi Livni led her Kadima party in what country's elections?,"2009
","[[0.314050555229187, 0.6859495043754578]]","['israel', 'yisroel', 'יִשְׂרָאֵל', 'israeli state', 'republic of israel', 'yisrael', 'etymology of israel', 'israelian', 'dawlat isrā īl', 'medinat yisrael', 'medinat yisra el', 'israil', 'isræl', 'dawlat isra il', 'מְדִינַת יִשְׂרָאֵל', 'medinat israel', 'i̇srail', 'מדינת ישראל', 'isreali', 'state of israel', 'iso 3166 1 il', 'izrael state', 'israeli nation', 'israelim', 'israeli republic', 'دولة إسرائيل', 'israel nation', 'yisraél', 'יִשְרָאֵל', 'isra il', 'israyl', 'm dinat yisrael', 'medīnat yisrā el', 'hebrew state', 'istrael', 'isreal', 'modern israel', 'ישראל', 'israël', 'jewish palestine', 'israel country', 'isreael', 'israe', 'yisra el', 'jewish republic', 'yisroeil']"
In which UK city are the headquarters of Asda?," Leeds
","[[0.4148988425731659, 0.5851011276245117]]","['higher education in leeds', 'st margarets primary school', 'leeds', 'leeds west yorkshire', 'leeds – bradford uk', 'st margarets school', 'shakespeare primary school', 'leodensian', 'leodis', 'un locode gblba', 'city of leeds transport area', 'leeds uk', 'knightsbridge of north', 'leeds england', 'weather in leeds', 'leeds yorkshire', 'st margaret s primary school horsforth']"
The Frog Cake was created in 1922 by Balfours Bakery in which country?," Scotland
","[[0.5774953365325928, 0.42250463366508484]]","['australie', 'orstraya', 'federal australia', 'australias', 'empire of australia', 'modern australia', 'asutralia', 'iso 3166 1 au', 'australien', 'australia country', 'australia federation', 'austraila', 'country life in australia', 'philosophy in australia', 'australlia', 'continental australia', 'pax australiana', 'austrlaia', 'australia dominion', 'australian woman s day', 'australia monarchy', 'australia', 'australian country life', 'united states of australia', 'mainland australia', 'australia commonwealth', 'austalia', 'australija', 'australocentric', 'peace of australia', 'australia realm', 'ostralia', 'australocentrist', 'australian geopolitics', 'australia nation', 'australia commonwealth realm', 'australian', 'australian city life', 'australia empire', 'austraya', 'australiia', 'geopolitics of australia', 'australo', 'technology in australia', 'ausrtalia', 'australai', 'australia nation state', 'science in australia', 'dominion of australia', 'commonwealth of australia', 'australia state', 'aussieland', 'australian mainland', 'australian s', 'imperial australia', 'austrailia', 'city life in australia', 'austrlia', 'commonwealth australia', 'straya', 'australocentrism', 'australia s', 'australia constitutional monarchy', 'etymology of australia', 'australian commonwealth', 'new australian']"
The Kalahari Desert lies mainly in which country?,"3
","[[0.2146914005279541, 0.7853085398674011]]","['iso 3166 1 bw', 'lefatshe la botswana', 'khama s country', 'administrative divisions of botswana', 'republic of botswana', 'botswanan', 'botsuana', 'botswana', 'country bwa']"
What is a writ directed at an individual requiring him or her to attend and give evidence?," Subpoena
","[[0.4073334336280823, 0.5926666259765625]]","['supena', 'subpoena', 'supoena', 'witness summons', 'subopena', 'supina', 'subpeona', 'suhpeena', 'subpoenas', 'subpoenaed', 'sapena', 'supeena', 'suppoena', 'sub poena', 'subpena', 'suhpina']"
What dog breed is commonly found at fire stations?,"101 Dalmatians
","[[0.23370636999607086, 0.7662936449050903]]","['dalmatinac', 'dalis', 'dalmatiners', 'dalmatinacs', 'dahlmashun', 'dalmations', 'dalmatians', 'dalmatian', 'dalmatian disambiguation', 'dalmatiner', 'dalmation']"
"Which ballerina, born in Ireland, was the founder of the Sadler's Wells Ballet?"," Anna Pavlova
","[[0.3923368752002716, 0.6076632142066956]]","['dame ninette di valois', 'ballets by ninette de valois', 'dame ninette de valois', 'edris stannus', 'ninette de valois', 'de valois', 'dame ninette de valois om ch dbe']"
Ophelia is a moon of which planet in the Solar System,"19th
","[[0.2393493503332138, 0.7606506943702698]]","['uranus astronomy', 'sao 158687', 'sol vii', 'sol 7', 'discovery of uranus', 'uranus planet', '7th planet', 'magnetosphere of uranus', 'urano planet', 'hd 128598', 'georgium sidus', 'astronomy uranus', 'uranus', 'sol h', '⛢', 'sun h', 'planet uranus', 'george s star', 'seventh planet', '34 tauri', '♅', 'uranos planet', 'georgian planet']"
"What two word term is used to describe the music craze of the 1970s that contained many different acts that included amongst others T Rex, The Sweet, David Bowie abd Roxy Music ?","70s Pop
","[[0.49218809604644775, 0.5078118443489075]]","['glamour rock', 'glitter rock', 'glam band', 'glam pop', 'glamrock', 'glam rock', 'visual rock', 'hair metal band', 'hair rock']"
"What is the two-handled curved blade used for mincing herbs and vegetables, which in Italian means 'half-moon'?","2000
","[[0.2393493503332138, 0.7606506943702698]]","['mezzaluna', 'hachoir']"
Which African country has the capital of Gaborone?," Botswana
","[[0.3923368752002716, 0.6076632142066956]]","['iso 3166 1 bw', 'lefatshe la botswana', 'khama s country', 'administrative divisions of botswana', 'republic of botswana', 'botswanan', 'botsuana', 'botswana', 'country bwa']"
In which year were East and West Germany unified?,"1990
","[[0.314050555229187, 0.6859495043754578]]","['one thousand nine hundred and ninety', '1990']"
What is Thailand's biggest island," Phuket
","[[0.46490156650543213, 0.5350984334945679]]","['thalang', 'junkceylon', 'junk ceylon', 'fucket', 'phuket island', 'fucket province', 'phuket province thailand', 'phouket', 'fucket thailand', 'phuket province', 'phuket', 'phuket thailand', 'jonselang']"
Which Scottish civil engineer was responsible for building the Caledonian Canal," Robert Stevenson
","[[0.47268345952033997, 0.5273165106773376]]","['telford church', 'telford thomas', 'thomas telford']"
The Varicella Zoster Virus causes which disease in children?," Chicken Pox
","[[0.4148988425731659, 0.5851011276245117]]","['combusken pox', 'chickenpox', 'varicella', 'congenital varicella syndrome', 'herpesvirus varicellae infection chickenpox', 'varicella pneumonia', 'neonatal varicella', 'varicella in pregnancy', 'chicken pox']"
"What is the name of the school in Croydon attended by Amy Winehouse, Leona Lewis, and Adele among many other performers?"," BRIT School
","[[0.5660185217857361, 0.4339814782142639]]","['brit school for performing arts', 'brit performing arts technology school', 'brit school', 'brit school for performing arts and technology']"
"When Sunderland won the 1973 FA Cup, under Bob Stokoe, who did they defeat in the final?","1863
","[[0.13296423852443695, 0.8670357465744019]]","['leeds united fc', 'leeds utd', 'l u f c', 'lufc', 'dirty leeds', 'lucas kop kat', 'leeds united f c', 'leeds united association football club', 'leeds united football club', 'leeds f c', 'leeds united television', 'leeds fc', 'luafc', 'leeds united academy', 'leeds united', 'leeds united afc']"
Which 1962 musical film featured the song 'Coming Up Roses'?,"42nd Street
","[[0.2120688110589981, 0.7879312038421631]]","['persecution of romany', 'gipsies', 'szgany', 'romani social issues', 'roma gypsy', 'çingene', 'roma ethnonym', 'romani people in central and eastern europe', 'romane', 'roma people', 'romani people in eastern europe', 'calé', 'sinti and roma', 'roma gipsies', 'cingene', 'gypsy origin', 'rrom', 'gypsie', 'roma criminality', 'gypsy', 'persecution of romani people', 'kalé', 'gypsy and egypt', 'roma people in balkans', 'romastan', 'macedonian romani', 'roma people disambiguation', 'roma in eastern europe', 'romany gypsy', 'rroma people', 'roma in central and eastern europe', 'calé disambiguation', 'rroma', 'persecution of gypsies', 'romany people', 'tzyhany', 'gypsy people', 'roma people in central and eastern europe', 'gypsys', 'gyp slang', 'gypsies', 'romani people', 'gypsi', 'romanies', 'roma gypsies', 'rom people', 'romani in balkans', 'iberian kale', 'gypsey', 'rromani people', 'romani folk', 'roma romani subgroup', 'zigan', 'tzigan', 'gypsies disambiguation', 'romanis', 'romany folk', 'romani criminality']"
What was traditionally made by a Chandler?," Glass
","[[0.5544704794883728, 0.4455295503139496]]","['candlemaking', 'candle use', 'list of candle types', 'candlemaker', 'chandler profession candles', '🕯', 'candel', 'pillar candle', 'candles', 'carved candles', 'scented candles', 'candle']"
What has been won by Australia II and America 3?,"1983 and 1992 America's Cup
","[[0.3415825068950653, 0.6584175229072571]]","['america s cup race', 'america s cup', 'rys £100 cup', 'america cup', 'international cup race', 'auld mug', 'americas cup', '£100 cup']"
"""The US state of Kentucky is known """"the (what) Grass State""""?"""," Bluegrass
","[[0.3208213150501251, 0.6791787147521973]]","['bluish', 'blae', 'blue', 'blue colour', 'blueishly', 'bluishness', 'bluer', 'caspian blue', 'blueishness', 'orphan blue', 'light blue', 'blue in human culture', 'bluest', 'blueness', '0 0 255', 'rgb 0 0 255', 'bluishly', 'slate blue color', 'list of terms associated with color blue', 'police car blue', 'blue color', 'dark blue color', 'pale blue']"
Which item of athletics equipment weighs 7.26 kilograms for men?,"1500m race weight
","[[0.20689405500888824, 0.793105959892273]]","['shot unit', 'shot disambiguation', 'shot drink', 'shot', 'shot alcohol', 'shot beverage']"
"Which US TV show, for which the cast list included Julia Louis-Dreyfus, Michael Richards and Jason Alexander, was set predominantly in an apartment block on New York City's Upper West Side (but shot mostly in Los Angeles, California)?","3rd Rock From The Sun
","[[0.14608724415302277, 0.8539127111434937]]","['feld', 'kramer vs kramer kenny to cosmo', 'seinfeld tv show', 'list of seinfeld dvd releases', 'seinfeld dvd releases', 'seinfeld tv series', 'show about nothing', 'seinfeldese', 'seinfield', 'seinfeldian', 'seinfeild', 'seinfeld curse', 'list of seinfeld home video releases', 'sienfield', 'sienfeld', 'cousin jeffery', 'seinfeld', 'no hugging no learning']"
"Hoss, Little Joe and Ben are characters in which US tv series?","77 Sunset Strip
","[[0.23370636999607086, 0.7662936449050903]]","['little joe character', 'ben cartwright character', 'bonanza tv series', 'hoss cartwright', 'bonanza', 'jamie hunter cartwright', 'adam cartwright', 'little joe cartwright character', 'bonanza film', 'little joe cartwright', 'jamie cartwright', 'joseph francis cartwright', 'jamie hunter']"
"In snooker, whose nickname is 'The Nugget'?"," Steve Davis
","[[0.43014734983444214, 0.5698526501655579]]","['steve davis snooker player', 'ginger magician', 'master cueman', 'steve interesting davis', 'ginger mushroom', 'romford slim', 'steve davis']"
"The Meteorological Office was founded in 1854, which Vice-Admiral was its first head?","1st Baron Kelvin
","[[0.25091278553009033, 0.7490872144699097]]","['robert fitz roy', 'captain fitzroy', 'fitzroy robert', 'governor fitzroy', 'robert fitzroy', 'vice admiral robert fitzroy']"
Which was the only 'Live 8' venue that was in the southern hemisphere?,"1000 Lake
","[[0.2018132209777832, 0.7981867790222168]]","['johansberg', 'yohannesburg', 'joburg', 'johannasberg', 'egoli', 'johannesb g', 'johannesburg south africa', 'johannesburg', 'jo bourg', 'johannesburg civic theatre', 'visitor attractions in johannesburg', 'johannesburg transvaal', 'un locode zajnb', 'jo burg', 'johannesgurg', 'johanessburg', 'jhb', 'johannesburg southafrica', 'johanesburg', 'johannesburg gauteng', 'jozi', 'johannes burg', 'joberg', 'johannesbourg']"
Who wrote the 1939 novel ‘The Grapes of Wrath’?," John Steinbeck
","[[0.5273165106773376, 0.47268345952033997]]","['steinbeck john', 'john ernst steinbeck iii', 'steinbeck country', 'john ernst steinbeck jr', 'john steinbeck', 'j steinbeck', 'john ernst steinbeck', 'john steinbeck iii', 'john stienbeck', 'stienbeck john', 'john steinbeck fellowship', 'steinbeck', 'john steinback', 'steinbeckian']"
"First published in 1929, for which character is Belgian George Remi best known?","101 Dalmatians
","[[0.17328819632530212, 0.8267117738723755]]","['tin tin', 'tintin tv series', 'tintin', 'tintin disambiguation']"
"In the human body, what is the 'Trachea more commonly known as?"," Windpipe
","[[0.672331690788269, 0.32766830921173096]]","['vertebrate trachea', 'tracheal disease', 'tracheal diseases', 'wind pipe', 'trachea', 'invertebrate trachea', 'windpipe disambiguation', 'human trachea', 'air pipe', 'windwipe', 'ligamenta anularia tracheae', 'windpipe', 'trachaea', 'tracheary', 'trachea disambiguation', 'ligamenta anularia', 'trachea transplant', 'airpipe', 'tracea', 'annular ligaments of trachea', 'tracheae']"
"Which vegetable is associated with a person who spends a lot of time sitting or lying down, usually watching television?","10-minute vegetable
","[[0.24798743426799774, 0.7520126104354858]]","['sedentes', 'couch slough', 'mousepotato', 'physical inactivity', 'sedentary', 'sedentary lifestyle', 'lack of physical activity', 'couch cucumber', 'couch potatoes', 'mouse potato', 'screen time', 'sedentary disambiguation', 'sedentry', 'sedentary life style', 'computer potato', 'lack of exercise', 'couchie', 'couchpotato', 'couch potato', 'sedentary behavior']"
Pyongyang is the capital of which controversial nation?," North Korea
","[[0.46490156650543213, 0.5350984334945679]]","['dprnk', 'north korean', 'bukjoseon', '朝鮮民主主義人民共和國', 'dprok', 'd p r of korea', 'communist korea', 'n koreans', 'soviet korea', 'choson minjujuui inmin konghwaguk', 'north koreans', 'nkorean', 'north korea', 'democratic people s republic of korea', 'korean democratic people s republic', 'nkorea', 'pukchoson', 'korea north', '북한', 'democratic people s republic of choson', 'korea democratic people s republic of', 'dpr of korea', 'democratic people s republic of north korea', 'iso 3166 1 kp', 'democratic people s republic of korea north korea', 'korea democratic republic of', 'korea pyongyang', 'chosŏn minjujuŭi inmin konghwaguk', 'democratic people s repulic of korea', 'joseonminjujuuiinmingonghwagug', 'north corea', 'd p r k', 'dpr korea', 'joseon minjujuui inmin gonghwagug', '북조선', 'democratic peoples republic of korea', 'democratic people s republic of corea', 'dprk', 'dr korea', 'korea d p r k', 'chosun minjujuui inmin gonghwaguk', '北朝鮮', 'kim s joseon dynasty', 'korea dprk', 'd p r korea', 'pukchosŏn', '北韓', 'janmadang', 'joseon democratic people s republic', 'democratic republic of korea', 'n korean', 'jangmadang', 'people s democratic republic of korea', 'korea dpr', 'north korean people', 'north kroea', 'red korea', 'korean people s democratic republic', 'n korea', '조선민주주의인민공화국']"
Virunga National Park in the Democratic Republic of Congo that was established in 1925 as Africa's first national park was created mainly to protect what animal?," Gorillas
","[[0.4148988425731659, 0.5851011276245117]]","['gorilla', 'blackback', 'gorillas', 'gorrilla', 'gorllia', 'gorilline', 'black backs', 'silver backs', 'gorillinae', 'reproductive behavior of gorillas', 'blackbacks', 'silverbacks', 'silver back', 'gorilla genus', 'gorillini', 'gorila', 'blackback gorilla', 'gorrila', 'silverback', 'silverback gorilla', 'social behavior of gorillas', 'gorilla communication', 'black back']"
"In the Bible, which four word phrase comprise the first words spoken by God, as recorded in theBook of Genesis?"," In the beginning
","[[0.5926666259765625, 0.4073334336280823]]","['light of reason', 'light fantastic documentary', 'let there be light', 'light fantastic tv series']"
The Kroon is a monetary unit of which European country?,"1000th of a Euro
","[[0.3415825068950653, 0.6584175229072571]]","['eestimaa', 'igaunija', 'etymology of estonia', 'administrative divisions of estonia', 'republic of estonia', 'estonie', 'subdivisions of estonia', 'name of estonia', 'republic of estonia 1918 1940', 'esthonia', 'estonia', 'republic of estonia 1918–1940', 'estija', 'eesti vabariik', 'iso 3166 1 ee', 'эстония']"
Which actor appeared in the most ‘Carry On’ films?,"10
","[[0.15002882480621338, 0.8499711751937866]]","['kenneth williams diaries', 'rambling syd', 'kenneth williams', 'syd rumpo']"
"Name the controversial leader of the Dutch right-wing Freedom Party which won 24 seats in the Dutch elections, who was refused entry into the UK for his 'racist views'?"," Geert Wilders
","[[0.5078118443489075, 0.49218809604644775]]","['henk en ingrid', 'gert wilders', 'henk and ingrid', 'geert vilders', 'geert wilders']"
Which American newsman broke the news of JFK's death to the nation?," Walter Cronkite
","[[0.314050555229187, 0.6859495043754578]]","['walter l cronkite jr', 'walter kronkite', 'walter cronkite', 'walter leland cronkite jr', 'and that s way it is', 'old ironpants', 'cronkite walter leland jr', 'walter leland cronkite', 'walter conkrite', 'walter cronkite jr']"
What score are the players in baccarat trying to get,"9
","[[0.3345894515514374, 0.665410578250885]]","['nine', '9']"
Which Scottish island is separated from the mainland by the Firth of Lorn(e)?," Tiree
","[[0.5774953365325928, 0.42250463366508484]]","['muile', 'glenforsa', 'isle of mull scotland', 'island of mull', 'malaeus', 'isle of mull', 'mull']"
In which year did Italy join the Six Nations (then Five Nations) Rugby Union Championship?,"2000
","[[0.314050555229187, 0.6859495043754578]]","['2000', 'two thousand']"
Which golf course was the first Scottish venue to host the Ryder Cup in 1973?,"18th Green
","[[0.24508501589298248, 0.7549149990081787]]","['muirfield', 'muirfield scotland', 'honourable company of edinburgh golfers']"
King George VI had two daughters: Elizabeth Alexandra Mary and which other?," Margaret
","[[0.30074557662010193, 0.6992543935775757]]","['margaret rose disambiguation', 'margaret rose']"
How is novelist Patricia Plangman better known?," Patricia Highsmith
","[[0.6370307803153992, 0.36296921968460083]]","['mary patricia plangman', 'mary plangman', 'highsmith patricia', 'patricia highsmith']"
‘Light a Penny Candle’ was the debut novel of which Irish author?,"1982
","[[0.29421496391296387, 0.7057850360870361]]",['maeve binchy']
"Invented by Alexander Parkes in about 1856 and originally called Parkesine, what was the first thermo-plastic?","1st plastic
","[[0.3557748794555664, 0.6442250609397888]]","['ivoroid', 'cellulloid', 'xylonite', 'celluloid', 'celluloids', 'pyralin']"
"""From which opera does the aria """"O Caro Nome"""" come?""","1816
","[[0.4073334336280823, 0.5926666259765625]]","['rigoletto character', 'caro nome', 'questo o quella', 'rigoletto opera', 'rigoletto', 'rigeletto', 'questa o quella']"
Which Irish rally driver won the 1964 Monte Carlo Rally driving a Mini Cooper?,"1964 Monte Carlo Rally winner
","[[0.1561049073934555, 0.8438951373100281]]",['paddy hopkirk']
The 1984 Winter Olympics were the first conducted under the presidency of whom?," Ronald Reagan
","[[0.3849121630191803, 0.6150878667831421]]","['juan antonio samaranch torelló', 'joan antoni samaranch i torelló', 'antonio samaranch', 'joan antoni samaranch', 'juan antonio marques de samaranch samaranch', 'juan samaranch', 'juan antonio samaranch torello', 'samaranch', 'juan antonio samaranch torello marques de samaranch', 'don juan antonio samaranch i torelló marqués de samaranch', 'samaranch juan antonio', 'en joan antoni samaranch i torelló marqués de samaranch', 'juan antonio samaranch torelló marqués de samaranch', 'marques de samaranch', 'juan antonio samaranch', 'juan antonio samaranch 1st marquis of samaranch', 'don juan antonio samaranch i torello marques de samaranch']"
Which fungal disease of trees was first described in the Netherlands?,"1922
","[[0.19682618975639343, 0.8031737804412842]]","['ophiostoma novo ulmi', 'pesotum ulmi', 'dutch elm disease']"
In the early 1900s a thriller was instead more commonly referred to as what sort of book?,"19th century novel
","[[0.2628418505191803, 0.7371581792831421]]","['big shocker', 'shocker disambiguation', 'shocker']"
What is the thick watery substance filling the space between the lens and the cornea of the eye?,"1. Aqueous humour
","[[0.19436781108379364, 0.8056321740150452]]","['humor aquosus', 'aqueous humor', 'aqueous humour']"
"""According to Burt Bacharach's theme for """"Butch Cassidy and the Sundance Kid"""", what """"keep fallin' on my head""""?""","1969
","[[0.25091278553009033, 0.7490872144699097]]","['dripping liquid', 'pendant drop method', 'drop liquid', 'droplet', 'droplets', 'water droplets', 'water droplet', 'raindrops', 'drop of water', 'rain drop', 'raindrop', 'liquid drop', 'dripping water']"
